date,equipment_id,etape,heures_operees,heures_cumulees,heures_depuis_maintenance,ratio_usure,panne,panne_sous_7j
2024-04-03,CAM-01,transport,20.27,2866.0,365.7,0.914,0,0
2024-04-03,CAM-02,transport,13.85,1991.1,174.4,0.436,0,0
2024-04-03,CAM-03,transport,19.07,2384.2,251.3,0.628,0,0
2024-04-03,CAM-04,transport,18.23,3060.3,316.9,0.792,0,0
2024-04-03,CAM-05,transport,15.76,3448.8,309.7,0.774,0,0
2024-04-03,CAM-06,transport,14.48,2628.0,253.0,0.633,0,1
2024-04-03,CAM-07,transport,20.23,3814.8,237.6,0.594,0,0
2024-04-03,CAM-08,transport,18.25,3394.4,38.9,0.097,0,0
2024-04-03,CAM-09,transport,19.24,4276.0,269.6,0.674,0,0
2024-04-03,CAM-10,transport,16.09,2636.2,284.0,0.71,0,1
2024-04-03,CAM-11,transport,17.95,2161.0,139.2,0.348,0,0
2024-04-03,CAM-12,transport,21.41,3978.7,294.2,0.735,0,0
2024-04-03,GEN-01,energie,21.61,3548.8,350.7,0.701,0,0
2024-04-03,GEN-02,energie,22.86,4046.2,174.3,0.349,0,0
2024-04-03,GEN-03,energie,24.0,3756.5,197.7,0.395,0,0
2024-04-04,FOR-01,forage,22.18,4128.9,61.2,0.245,0,0
2024-04-04,FOR-02,forage,20.07,2457.4,171.1,0.685,0,0
2024-04-04,FOR-03,forage,15.51,4453.7,315.1,1.26,0,0
2024-04-04,FOR-04,forage,19.27,2941.8,219.6,0.878,0,1
2024-04-04,PEL-01,chargement,21.45,1895.0,247.3,0.824,0,0
2024-04-04,PEL-02,chargement,0.0,2633.9,0.0,0.0,0,0
2024-04-04,PEL-03,chargement,22.9,2176.4,327.8,1.093,0,0
2024-04-04,PEL-04,chargement,13.38,4151.7,280.9,0.936,0,1
2024-04-04,PEL-05,chargement,13.08,3409.2,165.3,0.551,0,0
2024-04-04,CAM-01,transport,16.86,2882.8,382.5,0.956,0,0
2024-04-04,CAM-02,transport,21.64,2012.8,196.1,0.49,0,0
2024-04-04,CAM-03,transport,19.6,2403.8,270.9,0.677,0,0
2024-04-04,CAM-04,transport,17.47,3077.7,334.4,0.836,0,0
2024-04-04,CAM-05,transport,19.02,3467.8,328.7,0.822,0,0
2024-04-04,CAM-06,transport,14.13,2642.2,267.2,0.668,0,1
2024-04-04,CAM-07,transport,21.56,3836.4,259.1,0.648,0,0
2024-04-04,CAM-08,transport,16.71,3411.1,55.6,0.139,0,0
2024-04-04,CAM-09,transport,22.79,4298.8,292.4,0.731,0,0
2024-04-04,CAM-10,transport,22.25,2658.5,306.2,0.766,0,1
2024-04-04,CAM-11,transport,16.48,2177.5,155.6,0.389,0,0
2024-04-04,CAM-12,transport,21.07,3999.8,315.3,0.788,0,0
2024-04-04,GEN-01,energie,23.47,3572.3,374.2,0.748,0,0
2024-04-04,GEN-02,energie,20.86,4067.1,195.2,0.39,0,0
2024-04-04,GEN-03,energie,20.54,3777.0,218.2,0.436,0,0
2024-04-05,FOR-01,forage,15.38,4144.2,76.6,0.306,0,0
2024-04-05,FOR-02,forage,13.92,2471.4,185.1,0.74,0,0
2024-04-05,FOR-03,forage,14.66,4468.4,329.7,1.319,0,0
2024-04-05,FOR-04,forage,13.68,2955.5,233.3,0.933,0,1
2024-04-05,PEL-01,chargement,23.03,1918.0,270.3,0.901,0,0
2024-04-05,PEL-02,chargement,15.24,2649.2,15.2,0.051,0,0
2024-04-05,PEL-03,chargement,22.84,2199.2,350.7,1.169,0,0
2024-04-05,PEL-04,chargement,0.0,4151.7,0.0,0.0,1,0
2024-04-05,PEL-05,chargement,23.05,3432.2,188.4,0.628,0,0
2024-04-05,CAM-01,transport,19.98,2902.8,402.5,1.006,0,0
2024-04-05,CAM-02,transport,20.2,2033.0,216.3,0.541,0,0
2024-04-05,CAM-03,transport,18.83,2422.6,289.7,0.724,0,0
2024-04-05,CAM-04,transport,24.0,3101.7,358.4,0.896,0,0
2024-04-05,CAM-05,transport,14.12,3481.9,342.8,0.857,0,0
2024-04-05,CAM-06,transport,23.78,2665.9,290.9,0.727,0,1
2024-04-05,CAM-07,transport,21.64,3858.0,280.8,0.702,0,0
2024-04-05,CAM-08,transport,17.93,3429.0,73.5,0.184,0,0
2024-04-05,CAM-09,transport,12.07,4310.9,304.5,0.761,0,0
2024-04-05,CAM-10,transport,21.5,2680.0,327.7,0.819,0,1
2024-04-05,CAM-11,transport,14.4,2191.9,170.0,0.425,0,0
2024-04-05,CAM-12,transport,18.99,4018.8,334.3,0.836,0,0
2024-04-05,GEN-01,energie,22.16,3594.4,396.3,0.793,0,0
2024-04-05,GEN-02,energie,21.27,4088.4,216.4,0.433,0,0
2024-04-05,GEN-03,energie,19.28,3796.3,237.5,0.475,0,0
2024-04-06,FOR-01,forage,19.73,4164.0,96.4,0.385,0,0
2024-04-06,FOR-02,forage,21.73,2493.1,206.8,0.827,0,0
2024-04-06,FOR-03,forage,21.18,4489.5,350.9,1.404,0,0
2024-04-06,FOR-04,forage,17.58,2973.0,250.8,1.003,0,1
2024-04-06,PEL-01,chargement,18.88,1936.9,289.2,0.964,0,0
2024-04-06,PEL-02,chargement,24.0,2673.2,39.2,0.131,0,0
2024-04-06,PEL-03,chargement,0.0,2199.2,0.0,0.0,0,0
2024-04-06,PEL-04,chargement,19.61,4171.3,19.6,0.065,0,0
2024-04-06,PEL-05,chargement,20.28,3452.5,208.6,0.695,0,0
2024-04-06,CAM-01,transport,17.67,2920.5,420.2,1.05,0,0
2024-04-06,CAM-02,transport,17.29,2050.2,233.6,0.584,0,0
2024-04-06,CAM-03,transport,15.08,2437.7,304.8,0.762,0,0
2024-04-06,CAM-04,transport,16.49,3118.2,374.9,0.937,0,0
2024-04-06,CAM-05,transport,16.43,3498.4,359.3,0.898,0,0
2024-04-06,CAM-06,transport,20.57,2686.5,311.5,0.779,0,1
2024-04-06,CAM-07,transport,21.31,3879.3,302.1,0.755,0,0
2024-04-06,CAM-08,transport,16.04,3445.1,89.6,0.224,0,0
2024-04-06,CAM-09,transport,14.59,4325.5,319.1,0.798,0,0
2024-04-06,CAM-10,transport,0.0,2680.0,0.0,0.0,1,0
2024-04-06,CAM-11,transport,21.08,2212.9,191.1,0.478,0,0
2024-04-06,CAM-12,transport,17.68,4036.4,351.9,0.88,0,0
2024-04-06,GEN-01,energie,21.98,3616.4,418.3,0.837,0,0
2024-04-06,GEN-02,energie,20.74,4109.1,237.2,0.474,0,0
2024-04-06,GEN-03,energie,19.73,3816.1,257.3,0.515,0,0
2024-04-07,FOR-01,forage,24.0,4188.0,120.4,0.481,0,0
2024-04-07,FOR-02,forage,16.14,2509.2,222.9,0.892,0,0
2024-04-07,FOR-03,forage,16.3,4505.8,367.2,1.469,0,1
2024-04-07,FOR-04,forage,19.66,2992.7,270.5,1.082,0,1
2024-04-07,PEL-01,chargement,21.98,1958.9,311.2,1.037,0,0
2024-04-07,PEL-02,chargement,9.72,2682.9,49.0,0.163,0,0
2024-04-07,PEL-03,chargement,18.11,2217.3,18.1,0.06,0,0
2024-04-07,PEL-04,chargement,15.66,4186.9,35.3,0.118,0,0
2024-04-07,PEL-05,chargement,20.18,3472.7,228.8,0.763,0,0
2024-04-07,CAM-01,transport,15.29,2935.8,435.5,1.089,0,0
2024-04-07,CAM-02,transport,22.57,2072.8,256.1,0.64,0,0
2024-04-07,CAM-03,transport,15.86,2453.6,320.6,0.802,0,0
2024-04-07,CAM-04,transport,12.14,3130.4,387.1,0.968,0,0
2024-04-07,CAM-05,transport,15.09,3513.5,374.4,0.936,0,0
2024-04-07,CAM-06,transport,19.17,2705.7,330.7,0.827,0,1
2024-04-07,CAM-07,transport,17.48,3896.8,319.5,0.799,0,0
2024-04-07,CAM-08,transport,17.75,3462.8,107.3,0.268,0,0
2024-04-07,CAM-09,transport,19.45,4344.9,338.5,0.846,0,0
2024-04-07,CAM-10,transport,17.66,2697.6,17.7,0.044,0,0
2024-04-07,CAM-11,transport,15.72,2228.7,206.8,0.517,0,0
2024-04-07,CAM-12,transport,20.86,4057.3,372.8,0.932,0,0
2024-04-07,GEN-01,energie,23.34,3639.8,441.7,0.883,0,0
2024-04-07,GEN-02,energie,21.09,4130.2,258.3,0.517,0,0
2024-04-07,GEN-03,energie,20.67,3836.7,277.9,0.556,0,0
2024-04-08,FOR-01,forage,24.0,4212.0,144.4,0.577,0,0
2024-04-08,FOR-02,forage,14.31,2523.5,237.2,0.949,0,0
2024-04-08,FOR-03,forage,18.18,4524.0,385.4,1.542,0,1
2024-04-08,FOR-04,forage,14.69,3007.4,285.2,1.141,0,1
2024-04-08,PEL-01,chargement,21.67,1980.6,332.9,1.11,0,0
2024-04-08,PEL-02,chargement,21.38,2704.3,70.3,0.234,0,0
2024-04-08,PEL-03,chargement,24.0,2241.3,42.1,0.14,0,0
2024-04-08,PEL-04,chargement,20.95,4207.9,56.2,0.187,0,0
2024-04-08,PEL-05,chargement,20.9,3493.6,249.7,0.832,0,0
2024-04-08,CAM-01,transport,21.13,2956.9,456.6,1.142,0,0
2024-04-08,CAM-02,transport,21.35,2094.2,277.5,0.694,0,0
2024-04-08,CAM-03,transport,18.71,2472.3,339.3,0.848,0,0
2024-04-08,CAM-04,transport,18.62,3149.0,405.7,1.014,0,0
2024-04-08,CAM-05,transport,17.51,3531.0,391.9,0.98,0,0
2024-04-08,CAM-06,transport,17.05,2722.7,347.7,0.869,0,1
2024-04-08,CAM-07,transport,13.24,3910.1,332.8,0.832,0,0
2024-04-08,CAM-08,transport,18.64,3481.5,125.9,0.315,0,0
2024-04-08,CAM-09,transport,19.49,4364.4,358.0,0.895,0,0
2024-04-08,CAM-10,transport,19.38,2717.0,37.0,0.093,0,0
2024-04-08,CAM-11,transport,21.25,2249.9,228.1,0.57,0,0
2024-04-08,CAM-12,transport,21.08,4078.4,393.9,0.985,0,0
2024-04-08,GEN-01,energie,21.03,3660.8,462.7,0.925,0,0
2024-04-08,GEN-02,energie,23.21,4153.4,281.5,0.563,0,0
2024-04-08,GEN-03,energie,21.26,3858.0,299.2,0.598,0,0
2024-04-09,FOR-01,forage,23.07,4235.0,167.4,0.67,0,0
2024-04-09,FOR-02,forage,17.07,2540.6,254.3,1.017,0,0
2024-04-09,FOR-03,forage,16.72,4540.7,402.1,1.608,0,1
2024-04-09,FOR-04,forage,18.47,3025.9,303.7,1.215,0,1
2024-04-09,PEL-01,chargement,18.38,1998.9,351.3,1.171,0,0
2024-04-09,PEL-02,chargement,21.33,2725.6,91.7,0.306,0,0
2024-04-09,PEL-03,chargement,19.57,2260.9,61.7,0.206,0,0
2024-04-09,PEL-04,chargement,17.18,4225.1,73.4,0.245,0,0
2024-04-09,PEL-05,chargement,16.5,3510.1,266.2,0.887,0,0
2024-04-09,CAM-01,transport,19.02,2975.9,475.6,1.189,0,0
2024-04-09,CAM-02,transport,17.68,2111.8,295.2,0.738,0,0
2024-04-09,CAM-03,transport,20.85,2493.1,360.2,0.9,0,0
2024-04-09,CAM-04,transport,21.28,3170.3,427.0,1.067,0,0
2024-04-09,CAM-05,transport,23.32,3554.3,415.2,1.038,0,0
2024-04-09,CAM-06,transport,19.64,2742.4,367.4,0.918,0,1
2024-04-09,CAM-07,transport,17.81,3927.9,350.6,0.877,0,0
2024-04-09,CAM-08,transport,15.17,3496.6,141.1,0.353,0,0
2024-04-09,CAM-09,transport,20.5,4384.9,378.5,0.946,0,0
2024-04-09,CAM-10,transport,18.43,2735.4,55.5,0.139,0,0
2024-04-09,CAM-11,transport,19.48,2269.4,247.6,0.619,0,0
2024-04-09,CAM-12,transport,11.26,4089.6,405.1,1.013,0,0
2024-04-09,GEN-01,energie,20.12,3680.9,482.8,0.966,0,0
2024-04-09,GEN-02,energie,24.0,4177.4,305.5,0.611,0,0
2024-04-09,GEN-03,energie,21.11,3879.1,320.3,0.641,0,0
2024-04-10,FOR-01,forage,16.63,4251.7,184.1,0.736,0,0
2024-04-10,FOR-02,forage,15.52,2556.1,269.8,1.079,0,0
2024-04-10,FOR-03,forage,19.08,4559.8,421.2,1.685,0,1
2024-04-10,FOR-04,forage,0.0,3025.9,0.0,0.0,1,0
2024-04-10,PEL-01,chargement,17.81,2016.8,369.1,1.23,0,0
2024-04-10,PEL-02,chargement,22.21,2747.8,113.9,0.38,0,0
2024-04-10,PEL-03,chargement,21.86,2282.8,83.5,0.278,0,0
2024-04-10,PEL-04,chargement,24.0,4249.1,97.4,0.325,0,0
2024-04-10,PEL-05,chargement,13.85,3523.9,280.1,0.934,0,0
2024-04-10,CAM-01,transport,0.0,2975.9,0.0,0.0,0,0
2024-04-10,CAM-02,transport,10.92,2122.8,306.1,0.765,0,0
2024-04-10,CAM-03,transport,21.52,2514.7,381.7,0.954,0,0
2024-04-10,CAM-04,transport,0.0,3170.3,0.0,0.0,0,0
2024-04-10,CAM-05,transport,13.27,3567.5,428.5,1.071,0,0
2024-04-10,CAM-06,transport,0.0,2742.4,0.0,0.0,1,1
2024-04-10,CAM-07,transport,15.02,3942.9,365.6,0.914,0,0
2024-04-10,CAM-08,transport,18.69,3515.3,159.8,0.4,0,0
2024-04-10,CAM-09,transport,16.79,4401.7,395.3,0.988,0,0
2024-04-10,CAM-10,transport,20.64,2756.1,76.1,0.19,0,0
2024-04-10,CAM-11,transport,15.54,2284.9,263.1,0.658,0,0
2024-04-10,CAM-12,transport,17.64,4107.3,422.8,1.057,0,0
2024-04-10,GEN-01,energie,21.29,3702.2,504.1,1.008,0,0
2024-04-10,GEN-02,energie,24.0,4201.4,329.5,0.659,0,0
2024-04-10,GEN-03,energie,24.0,3903.1,344.3,0.689,0,0
2024-04-11,FOR-01,forage,15.09,4266.8,199.1,0.797,0,0
2024-04-11,FOR-02,forage,21.33,2577.4,291.1,1.165,0,0
2024-04-11,FOR-03,forage,16.99,4576.8,438.2,1.753,0,1
2024-04-11,FOR-04,forage,16.54,3042.4,16.5,0.066,0,0
2024-04-11,PEL-01,chargement,19.86,2036.6,388.9,1.296,0,0
2024-04-11,PEL-02,chargement,16.65,2764.5,130.5,0.435,0,0
2024-04-11,PEL-03,chargement,20.36,2303.1,103.9,0.346,0,0
2024-04-11,PEL-04,chargement,21.23,4270.3,118.6,0.395,0,0
2024-04-11,PEL-05,chargement,14.08,3538.0,294.1,0.98,0,0
2024-04-11,CAM-01,transport,17.93,2993.9,17.9,0.045,0,0
2024-04-11,CAM-02,transport,17.5,2140.2,323.6,0.809,0,0
2024-04-11,CAM-03,transport,17.86,2532.5,399.6,0.999,0,0
2024-04-11,CAM-04,transport,18.42,3188.7,18.4,0.046,0,0
2024-04-11,CAM-05,transport,23.03,3590.6,451.5,1.129,0,0
2024-04-11,CAM-06,transport,20.86,2763.2,20.9,0.052,0,1
2024-04-11,CAM-07,transport,19.88,3962.8,385.5,0.964,0,0
2024-04-11,CAM-08,transport,18.2,3533.5,178.0,0.445,0,0
2024-04-11,CAM-09,transport,15.88,4417.6,411.2,1.028,0,0
2024-04-11,CAM-10,transport,14.61,2770.7,90.7,0.227,0,0
2024-04-11,CAM-11,transport,19.04,2304.0,282.1,0.705,0,1
2024-04-11,CAM-12,transport,0.0,4107.3,0.0,0.0,0,0
2024-04-11,GEN-01,energie,0.0,3702.2,0.0,0.0,0,0
2024-04-11,GEN-02,energie,24.0,4225.4,353.5,0.707,0,0
2024-04-11,GEN-03,energie,23.53,3926.6,367.8,0.736,0,0
2024-04-12,FOR-01,forage,10.97,4277.7,210.1,0.84,0,0
2024-04-12,FOR-02,forage,0.0,2577.4,0.0,0.0,0,0
2024-04-12,FOR-03,forage,17.46,4594.3,455.6,1.823,0,1
2024-04-12,FOR-04,forage,17.14,3059.5,33.7,0.135,0,0
2024-04-12,PEL-01,chargement,0.0,2036.6,0.0,0.0,0,0
2024-04-12,PEL-02,chargement,14.94,2779.4,145.5,0.485,0,0
2024-04-12,PEL-03,chargement,16.95,2320.1,120.9,0.403,0,0
2024-04-12,PEL-04,chargement,16.6,4286.9,135.2,0.451,0,0
2024-04-12,PEL-05,chargement,15.29,3553.3,309.4,1.031,0,0
2024-04-12,CAM-01,transport,17.88,3011.7,35.8,0.09,0,0
2024-04-12,CAM-02,transport,17.26,2157.5,340.8,0.852,0,0
2024-04-12,CAM-03,transport,14.49,2547.0,414.1,1.035,0,0
2024-04-12,CAM-04,transport,13.97,3202.7,32.4,0.081,0,0
2024-04-12,CAM-05,transport,19.8,3610.4,471.3,1.178,0,0
2024-04-12,CAM-06,transport,0.0,2763.2,0.0,0.0,1,0
2024-04-12,CAM-07,transport,16.4,3979.2,401.9,1.005,0,0
2024-04-12,CAM-08,transport,19.19,3552.7,197.2,0.493,0,0
2024-04-12,CAM-09,transport,16.8,4434.4,428.0,1.07,0,0
2024-04-12,CAM-10,transport,20.03,2790.7,110.8,0.277,0,0
2024-04-12,CAM-11,transport,14.28,2318.2,296.4,0.741,0,1
2024-04-12,CAM-12,transport,20.68,4128.0,20.7,0.052,0,0
2024-04-12,GEN-01,energie,24.0,3726.2,24.0,0.048,0,0
2024-04-12,GEN-02,energie,23.07,4248.5,376.5,0.753,0,0
2024-04-12,GEN-03,energie,23.91,3950.5,391.7,0.783,0,0
2024-04-13,FOR-01,forage,20.08,4297.8,230.2,0.921,0,0
2024-04-13,FOR-02,forage,16.31,2593.8,16.3,0.065,0,0
2024-04-13,FOR-03,forage,14.93,4609.2,470.6,1.882,0,1
2024-04-13,FOR-04,forage,19.34,3078.9,53.0,0.212,0,0
2024-04-13,PEL-01,chargement,14.88,2051.5,14.9,0.05,0,0
2024-04-13,PEL-02,chargement,21.19,2800.6,166.7,0.556,0,0
2024-04-13,PEL-03,chargement,21.27,2341.4,142.1,0.474,0,0
2024-04-13,PEL-04,chargement,18.9,4305.8,154.1,0.514,0,0
2024-04-13,PEL-05,chargement,17.86,3571.2,327.3,1.091,0,0
2024-04-13,CAM-01,transport,17.56,3029.3,53.4,0.133,0,0
2024-04-13,CAM-02,transport,18.9,2176.4,359.7,0.899,0,0
2024-04-13,CAM-03,transport,17.04,2564.0,431.1,1.078,0,0
2024-04-13,CAM-04,transport,15.3,3218.0,47.7,0.119,0,0
2024-04-13,CAM-05,transport,17.76,3628.1,489.0,1.223,0,0
2024-04-13,CAM-06,transport,18.1,2781.3,18.1,0.045,0,0
2024-04-13,CAM-07,transport,16.86,3996.0,418.8,1.047,0,0
2024-04-13,CAM-08,transport,16.68,3569.4,213.9,0.535,0,0
2024-04-13,CAM-09,transport,0.0,4434.4,0.0,0.0,0,0
2024-04-13,CAM-10,transport,17.88,2808.6,128.6,0.322,0,0
2024-04-13,CAM-11,transport,17.77,2336.0,314.2,0.785,0,1
2024-04-13,CAM-12,transport,24.0,4152.0,44.7,0.112,0,0
2024-04-13,GEN-01,energie,17.25,3743.5,41.3,0.083,0,0
2024-04-13,GEN-02,energie,22.9,4271.4,399.4,0.799,0,0
2024-04-13,GEN-03,energie,18.1,3968.6,409.8,0.82,0,0
2024-04-14,FOR-01,forage,13.5,4311.3,243.7,0.975,0,0
2024-04-14,FOR-02,forage,12.26,2606.0,28.6,0.114,0,0
2024-04-14,FOR-03,forage,0.0,4609.2,0.0,0.0,1,0
2024-04-14,FOR-04,forage,15.29,3094.2,68.3,0.273,0,0
2024-04-14,PEL-01,chargement,18.29,2069.8,33.2,0.111,0,0
2024-04-14,PEL-02,chargement,16.19,2816.8,182.8,0.609,0,0
2024-04-14,PEL-03,chargement,16.88,2358.2,159.0,0.53,0,0
2024-04-14,PEL-04,chargement,14.88,4320.7,169.0,0.563,0,0
2024-04-14,PEL-05,chargement,0.0,3571.2,0.0,0.0,0,0
2024-04-14,CAM-01,transport,17.92,3047.2,71.3,0.178,0,0
2024-04-14,CAM-02,transport,18.59,2195.0,378.3,0.946,0,0
2024-04-14,CAM-03,transport,13.36,2577.4,444.5,1.111,0,0
2024-04-14,CAM-04,transport,21.2,3239.2,68.9,0.172,0,0
2024-04-14,CAM-05,transport,16.38,3644.5,505.4,1.264,0,0
2024-04-14,CAM-06,transport,16.58,2797.9,34.7,0.087,0,0
2024-04-14,CAM-07,transport,12.64,4008.7,431.4,1.078,0,0
2024-04-14,CAM-08,transport,15.3,3584.7,229.2,0.573,0,0
2024-04-14,CAM-09,transport,18.84,4453.2,18.8,0.047,0,0
2024-04-14,CAM-10,transport,18.14,2826.7,146.8,0.367,0,0
2024-04-14,CAM-11,transport,13.12,2349.1,327.3,0.818,0,1
2024-04-14,CAM-12,transport,18.94,4170.9,63.6,0.159,0,0
2024-04-14,GEN-01,energie,19.15,3762.6,60.4,0.121,0,0
2024-04-14,GEN-02,energie,21.45,4292.8,420.9,0.842,0,0
2024-04-14,GEN-03,energie,20.5,3989.1,430.3,0.861,0,0
2024-04-15,FOR-01,forage,24.0,4335.3,267.7,1.071,0,0
2024-04-15,FOR-02,forage,19.55,2625.6,48.1,0.192,0,0
2024-04-15,FOR-03,forage,23.3,4632.5,23.3,0.093,0,0
2024-04-15,FOR-04,forage,16.87,3111.0,85.2,0.341,0,0
2024-04-15,PEL-01,chargement,22.15,2091.9,55.3,0.184,0,0
2024-04-15,PEL-02,chargement,21.37,2838.1,204.2,0.681,0,0
2024-04-15,PEL-03,chargement,16.38,2374.6,175.4,0.585,0,0
2024-04-15,PEL-04,chargement,19.74,4340.4,188.7,0.629,0,0
2024-04-15,PEL-05,chargement,22.62,3593.8,22.6,0.075,0,0
2024-04-15,CAM-01,transport,14.44,3061.7,85.7,0.214,0,0
2024-04-15,CAM-02,transport,15.71,2210.7,394.0,0.985,0,0
2024-04-15,CAM-03,transport,0.0,2577.4,0.0,0.0,0,0
2024-04-15,CAM-04,transport,19.24,3258.4,88.1,0.22,0,0
2024-04-15,CAM-05,transport,19.62,3664.1,525.0,1.313,0,0
2024-04-15,CAM-06,transport,15.85,2813.8,50.5,0.126,0,0
2024-04-15,CAM-07,transport,19.83,4028.5,451.2,1.128,0,1
2024-04-15,CAM-08,transport,22.83,3607.5,252.0,0.63,0,0
2024-04-15,CAM-09,transport,20.64,4473.9,39.5,0.099,0,0
2024-04-15,CAM-10,transport,16.15,2842.9,162.9,0.407,0,0
2024-04-15,CAM-11,transport,17.98,2367.1,345.3,0.863,0,1
2024-04-15,CAM-12,transport,18.61,4189.5,82.2,0.206,0,0
2024-04-15,GEN-01,energie,23.92,3786.5,84.3,0.169,0,0
2024-04-15,GEN-02,energie,22.13,4315.0,443.0,0.886,0,0
2024-04-15,GEN-03,energie,20.8,4009.9,451.1,0.902,0,0
2024-04-16,FOR-01,forage,0.0,4335.3,0.0,0.0,0,0
2024-04-16,FOR-02,forage,14.21,2639.8,62.3,0.249,0,0
2024-04-16,FOR-03,forage,17.46,4650.0,40.8,0.163,0,0
2024-04-16,FOR-04,forage,19.93,3131.0,105.1,0.42,0,0
2024-04-16,PEL-01,chargement,18.42,2110.3,73.7,0.246,0,0
2024-04-16,PEL-02,chargement,21.96,2860.1,226.2,0.754,0,0
2024-04-16,PEL-03,chargement,20.59,2395.2,196.0,0.653,0,0
2024-04-16,PEL-04,chargement,18.6,4359.0,207.3,0.691,0,0
2024-04-16,PEL-05,chargement,16.47,3610.2,39.1,0.13,0,0
2024-04-16,CAM-01,transport,17.9,3079.6,103.6,0.259,0,0
2024-04-16,CAM-02,transport,15.53,2226.2,409.6,1.024,0,0
2024-04-16,CAM-03,transport,19.43,2596.8,19.4,0.049,0,0
2024-04-16,CAM-04,transport,20.22,3278.6,108.3,0.271,0,0
2024-04-16,CAM-05,transport,17.81,3681.9,542.9,1.357,0,0
2024-04-16,CAM-06,transport,17.4,2831.2,67.9,0.17,0,0
2024-04-16,CAM-07,transport,18.58,4047.1,469.8,1.175,0,1
2024-04-16,CAM-08,transport,18.56,3626.1,270.6,0.676,0,0
2024-04-16,CAM-09,transport,14.62,4488.5,54.1,0.135,0,0
2024-04-16,CAM-10,transport,16.42,2859.3,179.4,0.448,0,0
2024-04-16,CAM-11,transport,19.47,2386.6,364.8,0.912,0,1
2024-04-16,CAM-12,transport,20.07,4209.6,102.3,0.256,0,0
2024-04-16,GEN-01,energie,19.89,3806.4,104.2,0.208,0,0
2024-04-16,GEN-02,energie,23.23,4338.2,466.3,0.933,0,0
2024-04-16,GEN-03,energie,22.95,4032.9,474.1,0.948,0,0
2024-04-17,FOR-01,forage,19.31,4354.6,19.3,0.077,0,0
2024-04-17,FOR-02,forage,17.94,2657.7,80.3,0.321,0,0
2024-04-17,FOR-03,forage,19.33,4669.3,60.1,0.24,0,0
2024-04-17,FOR-04,forage,18.02,3149.0,123.1,0.493,0,0
2024-04-17,PEL-01,chargement,14.74,2125.1,88.5,0.295,0,0
2024-04-17,PEL-02,chargement,19.47,2879.6,245.7,0.819,0,1
2024-04-17,PEL-03,chargement,9.55,2404.8,205.5,0.685,0,0
2024-04-17,PEL-04,chargement,17.14,4376.1,224.5,0.748,0,0
2024-04-17,PEL-05,chargement,15.11,3625.4,54.2,0.181,0,0
2024-04-17,CAM-01,transport,18.11,3097.7,121.8,0.304,0,0
2024-04-17,CAM-02,transport,16.3,2242.5,425.9,1.065,0,0
2024-04-17,CAM-03,transport,20.11,2616.9,39.5,0.099,0,0
2024-04-17,CAM-04,transport,17.73,3296.3,126.1,0.315,0,0
2024-04-17,CAM-05,transport,19.23,3701.2,562.1,1.405,0,1
2024-04-17,CAM-06,transport,15.95,2847.1,83.9,0.21,0,0
2024-04-17,CAM-07,transport,14.92,4062.0,484.7,1.212,0,1
2024-04-17,CAM-08,transport,16.35,3642.4,286.9,0.717,0,0
2024-04-17,CAM-09,transport,20.65,4509.2,74.7,0.187,0,0
2024-04-17,CAM-10,transport,16.54,2875.9,195.9,0.49,0,0
2024-04-17,CAM-11,transport,19.03,2405.6,383.8,0.959,0,1
2024-04-17,CAM-12,transport,15.11,4224.7,117.4,0.294,0,0
2024-04-17,GEN-01,energie,22.68,3829.1,126.9,0.254,0,0
2024-04-17,GEN-02,energie,18.36,4356.5,484.6,0.969,0,0
2024-04-17,GEN-03,energie,23.0,4055.9,497.1,0.994,0,0
2024-04-18,FOR-01,forage,20.08,4374.7,39.4,0.158,0,0
2024-04-18,FOR-02,forage,18.38,2676.1,98.6,0.395,0,0
2024-04-18,FOR-03,forage,16.42,4685.7,76.5,0.306,0,0
2024-04-18,FOR-04,forage,14.86,3163.9,138.0,0.552,0,0
2024-04-18,PEL-01,chargement,20.01,2145.1,108.5,0.362,0,0
2024-04-18,PEL-02,chargement,21.82,2901.4,267.5,0.892,0,1
2024-04-18,PEL-03,chargement,17.0,2421.8,222.5,0.742,0,0
2024-04-18,PEL-04,chargement,16.72,4392.9,241.2,0.804,0,0
2024-04-18,PEL-05,chargement,15.4,3640.8,69.6,0.232,0,0
2024-04-18,CAM-01,transport,17.84,3115.5,139.6,0.349,0,0
2024-04-18,CAM-02,transport,16.8,2259.3,442.7,1.107,0,0
2024-04-18,CAM-03,transport,16.92,2633.9,56.5,0.141,0,0
2024-04-18,CAM-04,transport,14.02,3310.4,140.1,0.35,0,0
2024-04-18,CAM-05,transport,16.81,3718.0,578.9,1.447,0,1
2024-04-18,CAM-06,transport,12.72,2859.8,96.6,0.241,0,0
2024-04-18,CAM-07,transport,20.0,4082.0,504.7,1.262,0,1
2024-04-18,CAM-08,transport,10.48,3652.9,297.4,0.743,0,0
2024-04-18,CAM-09,transport,20.52,4529.7,95.3,0.238,0,0
2024-04-18,CAM-10,transport,21.24,2897.1,217.1,0.543,0,0
2024-04-18,CAM-11,transport,0.0,2405.6,0.0,0.0,1,0
2024-04-18,CAM-12,transport,20.56,4245.2,138.0,0.345,0,0
2024-04-18,GEN-01,energie,21.78,3850.9,148.7,0.297,0,0
2024-04-18,GEN-02,energie,20.44,4377.0,505.1,1.01,0,0
